topic,subfolder,filename,ext,name_pattern,stage,varname_col,ncols,header,error,relpath
liquor_tobacco_convenience,lqtbcan_tractZCTA_1990-2022,validate_lqtbcan_Zcta10_1990-2022_2026-03-26_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,validate,Variable,3,Variable | Type | Label,,liquor_tobacco_convenience\lqtbcan_tractZCTA_1990-2022\code\validate_lqtbcan_Zcta10_1990-2022_2026-03-26_data_dictionary.xlsx
liquor_tobacco_convenience,lqtbcan_tractZCTA_1990-2022,validate_lqtbcan_Zcta20_1990-2022_2026-03-26_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,validate,Variable,3,Variable | Type | Label,,liquor_tobacco_convenience\lqtbcan_tractZCTA_1990-2022\code\validate_lqtbcan_Zcta20_1990-2022_2026-03-26_data_dictionary.xlsx
liquor_tobacco_convenience,lqtbcan_tractZCTA_1990-2022,nanda_lqtbcan_Tract10_1990-2022_dictionary.csv,.csv,*_dictionary.csv,publish,variable,8,variable | type | obs | unique | mean | min | max | label,,liquor_tobacco_convenience\lqtbcan_tractZCTA_1990-2022\documentation\nanda_lqtbcan_Tract10_1990-2022_dictionary.csv
liquor_tobacco_convenience,lqtbcan_tractZCTA_1990-2022,nanda_lqtbcan_Tract10_1990-2022_dictionary_formatted.xlsx,.xlsx,*_dictionary.xlsx,publish,variable,8,variable | type | obs | unique | mean | min | max | label,,liquor_tobacco_convenience\lqtbcan_tractZCTA_1990-2022\documentation\nanda_lqtbcan_Tract10_1990-2022_dictionary_formatted.xlsx
liquor_tobacco_convenience,lqtbcan_tractZCTA_1990-2022,nanda_lqtbcan_Tract20_1990-2022_dictionary.csv,.csv,*_dictionary.csv,publish,variable,8,variable | type | obs | unique | mean | min | max | label,,liquor_tobacco_convenience\lqtbcan_tractZCTA_1990-2022\documentation\nanda_lqtbcan_Tract20_1990-2022_dictionary.csv
liquor_tobacco_convenience,lqtbcan_tractZCTA_1990-2022,nanda_lqtbcan_Tract20_1990-2022_dictionary_formatted.xlsx,.xlsx,*_dictionary.xlsx,publish,variable,8,variable | type | obs | unique | mean | min | max | label,,liquor_tobacco_convenience\lqtbcan_tractZCTA_1990-2022\documentation\nanda_lqtbcan_Tract20_1990-2022_dictionary_formatted.xlsx
liquor_tobacco_convenience,lqtbcan_tractZCTA_1990-2022,nanda_lqtbcan_Zcta10_1990-2022_dictionary.csv,.csv,*_dictionary.csv,publish,variable,8,variable | type | obs | unique | mean | min | max | label,,liquor_tobacco_convenience\lqtbcan_tractZCTA_1990-2022\documentation\nanda_lqtbcan_Zcta10_1990-2022_dictionary.csv
liquor_tobacco_convenience,lqtbcan_tractZCTA_1990-2022,nanda_lqtbcan_Zcta10_1990-2022_dictionary_formatted.xlsx,.xlsx,*_dictionary.xlsx,publish,variable,8,variable | type | obs | unique | mean | min | max | label,,liquor_tobacco_convenience\lqtbcan_tractZCTA_1990-2022\documentation\nanda_lqtbcan_Zcta10_1990-2022_dictionary_formatted.xlsx
liquor_tobacco_convenience,lqtbcan_tractZCTA_1990-2022,nanda_lqtbcan_Zcta20_1990-2022_dictionary.csv,.csv,*_dictionary.csv,publish,variable,8,variable | type | obs | unique | mean | min | max | label,,liquor_tobacco_convenience\lqtbcan_tractZCTA_1990-2022\documentation\nanda_lqtbcan_Zcta20_1990-2022_dictionary.csv
liquor_tobacco_convenience,lqtbcan_tractZCTA_1990-2022,nanda_lqtbcan_Zcta20_1990-2022_dictionary_formatted.xlsx,.xlsx,*_dictionary.xlsx,publish,variable,8,variable | type | obs | unique | mean | min | max | label,,liquor_tobacco_convenience\lqtbcan_tractZCTA_1990-2022\documentation\nanda_lqtbcan_Zcta20_1990-2022_dictionary_formatted.xlsx
liquor_tobacco_convenience,lqtbcon_tractZCTA_1990-2021,nanda_lgbtqcon_Tract10_1990-2021_01_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,publish,Variable,8,Variable | Type | Obs | Unique | Mean | Min | Max | Label,,liquor_tobacco_convenience\lqtbcon_tractZCTA_1990-2021\documentation\nanda_lgbtqcon_Tract10_1990-2021_01_data_dictionary.xlsx
liquor_tobacco_convenience,lqtbcon_tractZCTA_1990-2021,nanda_lgbtqcon_Tract20_1990-2021_01_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,publish,Variable,8,Variable | Type | Obs | Unique | Mean | Min | Max | Label,,liquor_tobacco_convenience\lqtbcon_tractZCTA_1990-2021\documentation\nanda_lgbtqcon_Tract20_1990-2021_01_data_dictionary.xlsx
liquor_tobacco_convenience,lqtbcon_tractZCTA_1990-2021,nanda_lgbtqcon_zcta10_1990-2021_01_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,publish,Variable,8,Variable | Type | Obs | Unique | Mean | Min | Max | Label,,liquor_tobacco_convenience\lqtbcon_tractZCTA_1990-2021\documentation\nanda_lgbtqcon_zcta10_1990-2021_01_data_dictionary.xlsx
liquor_tobacco_convenience,lqtbcon_tractZCTA_1990-2021,nanda_lgbtqcon_zcta20_1990-2021_01_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,publish,Variable,8,Variable | Type | Obs | Unique | Mean | Min | Max | Label,,liquor_tobacco_convenience\lqtbcon_tractZCTA_1990-2021\documentation\nanda_lgbtqcon_zcta20_1990-2021_01_data_dictionary.xlsx
liquor_tobacco_convenience,lqtbcon_tract_2003-2017,nanda_lqtbcon_tract_2003-2017_01_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,publish,Variable,8,Variable | Type | Obs | Unique | Mean | Min | Max | Label,,liquor_tobacco_convenience\lqtbcon_tract_2003-2017\documentation\nanda_lqtbcon_tract_2003-2017_01_data_dictionary.xlsx
liquor_tobacco_convenience,lqtbcon_zcta_2003-2017,nanda_lqtbcon_zcta_2003-2017_01_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,publish,Variable,8,Variable | Type | Obs | Unique | Mean | Min | Max | Label,,liquor_tobacco_convenience\lqtbcon_zcta_2003-2017\documentation\nanda_lqtbcon_zcta_2003-2017_01_data_dictionary.xlsx
NHPD,NHPD_TractZCTA_2017-2024,nanda_nhpd_Tract10_2017-2024_dictionary.csv,.csv,*_dictionary.csv,publish,variable,8,variable | type | obs | unique | mean | min | max | label,,NHPD\NHPD_TractZCTA_2017-2024\documentation\nanda_nhpd_Tract10_2017-2024_dictionary.csv
NHPD,NHPD_TractZCTA_2017-2024,nanda_nhpd_Tract20_2017-2024_dictionary.csv,.csv,*_dictionary.csv,publish,variable,8,variable | type | obs | unique | mean | min | max | label,,NHPD\NHPD_TractZCTA_2017-2024\documentation\nanda_nhpd_Tract20_2017-2024_dictionary.csv
NHPD,NHPD_TractZCTA_2017-2024,nanda_nhpd_Zcta10_2017-2024_dictionary.csv,.csv,*_dictionary.csv,publish,variable,8,variable | type | obs | unique | mean | min | max | label,,NHPD\NHPD_TractZCTA_2017-2024\documentation\nanda_nhpd_Zcta10_2017-2024_dictionary.csv
NHPD,NHPD_TractZCTA_2017-2024,nanda_nhpd_Zcta20_2017-2024_dictionary.csv,.csv,*_dictionary.csv,publish,variable,8,variable | type | obs | unique | mean | min | max | label,,NHPD\NHPD_TractZCTA_2017-2024\documentation\nanda_nhpd_Zcta20_2017-2024_dictionary.csv
opthamologists,documentation,nanda_opthamol_tract10_1990-2021_01_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,publish,Variable,8,Variable | Type | Obs | Unique | Mean | Min | Max | Label,,opthamologists\documentation\nanda_opthamol_tract10_1990-2021_01_data_dictionary.xlsx
opthamologists,documentation,nanda_opthamol_tract20_1990-2021_01_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,publish,Variable,10,Variable | Type | Label | Variable | Obs | Unique | Mean | Min | Max | Label,,opthamologists\documentation\nanda_opthamol_tract20_1990-2021_01_data_dictionary.xlsx
opthamologists,documentation,nanda_opthamol_zcta10_1990-2021_01_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,publish,Variable,8,Variable | Type | Obs | Unique | Mean | Min | Max | Label,,opthamologists\documentation\nanda_opthamol_zcta10_1990-2021_01_data_dictionary.xlsx
opthamologists,documentation,nanda_opthamol_zcta20_1990-2021_01_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,publish,Variable,3,Variable | Type | Label,,opthamologists\documentation\nanda_opthamol_zcta20_1990-2021_01_data_dictionary.xlsx
parks,parks_tract20_2022,nanda_parks_tract20_2022_01_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,publish,Variable,10,Variable | Type | Label |  |  |  |  |  |  | ,,parks\parks_tract20_2022\documentation\nanda_parks_tract20_2022_01_data_dictionary.xlsx
parks,parks_tractzcta_2024,validate_parks_Tract20_2024_2026-02-25_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,validate,Variable,3,Variable | Type | Label,,parks\parks_tractzcta_2024\code\validate_parks_Tract20_2024_2026-02-25_data_dictionary.xlsx
parks,parks_tractzcta_2024,validate_parks_Zcta20_2024_2026-02-25_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,validate,Variable,3,Variable | Type | Label,,parks\parks_tractzcta_2024\code\validate_parks_Zcta20_2024_2026-02-25_data_dictionary.xlsx
parks,parks_tractzcta_2024,nanda_parks_Tract20_2024_dictionary.csv,.csv,*_dictionary.csv,publish,variable,8,variable | type | obs | unique | mean | min | max | label,,parks\parks_tractzcta_2024\documentation\nanda_parks_Tract20_2024_dictionary.csv
parks,parks_tractzcta_2024,nanda_parks_Zcta20_2024_dictionary.csv,.csv,*_dictionary.csv,publish,variable,8,variable | type | obs | unique | mean | min | max | label,,parks\parks_tractzcta_2024\documentation\nanda_parks_Zcta20_2024_dictionary.csv
parks,parks_tract_2018,parks_turnover_data_dictionary3.xlsx,.xlsx,*_data_dictionary.xlsx,publish,Variable,11,Drop | Variable | Type | Obs | Unique | Mean | Min | Max | Label | Revised Label | Additional Information,,parks\parks_tract_2018\documentation\parks_turnover_data_dictionary3.xlsx
parks,parks_zcta20_2022,nanda_parks_zcta20_2022_01_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,publish,Variable,9,Variable | Type | Label |  |  |  |  |  | ,,parks\parks_zcta20_2022\documentation\nanda_parks_zcta20_2022_01_data_dictionary.xlsx
parks,parks_zcta_2018,parks_zcta_2018_01_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,publish,Variable,8,Variable | type | Obs | Unique | Mean | Min | Max | variable label,,parks\parks_zcta_2018\documentation\parks_zcta_2018_01_data_dictionary.xlsx
personal_care_laundromats,pclaund_tractZCTA_1990-2021,nanda_pclaund_Tract10_1990-2021_01_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,publish,Variable,8,Variable | Type | Obs | Unique | Mean | Min | Max | Label,,personal_care_laundromats\pclaund_tractZCTA_1990-2021\documentation\nanda_pclaund_Tract10_1990-2021_01_data_dictionary.xlsx
personal_care_laundromats,pclaund_tractZCTA_1990-2021,nanda_pclaund_Tract20_1990-2021_01_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,publish,Variable,8,Variable | Type | Obs | Unique | Mean | Min | Max | Label,,personal_care_laundromats\pclaund_tractZCTA_1990-2021\documentation\nanda_pclaund_Tract20_1990-2021_01_data_dictionary.xlsx
personal_care_laundromats,pclaund_tractZCTA_1990-2021,nanda_pclaund_ZCTA10_1990-2021_01_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,publish,Variable,8,Variable | Type | Obs | Unique | Mean | Min | Max | Label,,personal_care_laundromats\pclaund_tractZCTA_1990-2021\documentation\nanda_pclaund_ZCTA10_1990-2021_01_data_dictionary.xlsx
personal_care_laundromats,pclaund_tractZCTA_1990-2021,nanda_pclaund_ZCTA20_1990-2021_01_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,publish,Variable,8,Variable | Type | Obs | Unique | Mean | Min | Max | Label,,personal_care_laundromats\pclaund_tractZCTA_1990-2021\documentation\nanda_pclaund_ZCTA20_1990-2021_01_data_dictionary.xlsx
personal_care_laundromats,pclaund_tractZCTA_1990-2022,validate_pclaund_Tract10_1990-2022_2026-03-26_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,validate,Variable,3,Variable | Type | Label,,personal_care_laundromats\pclaund_tractZCTA_1990-2022\code\validate_pclaund_Tract10_1990-2022_2026-03-26_data_dictionary.xlsx
personal_care_laundromats,pclaund_tractZCTA_1990-2022,validate_pclaund_Tract20_1990-2022_2026-03-26_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,validate,Variable,3,Variable | Type | Label,,personal_care_laundromats\pclaund_tractZCTA_1990-2022\code\validate_pclaund_Tract20_1990-2022_2026-03-26_data_dictionary.xlsx
personal_care_laundromats,pclaund_tractZCTA_1990-2022,validate_pclaund_Zcta10_1990-2022_2026-03-26_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,validate,Variable,3,Variable | Type | Label,,personal_care_laundromats\pclaund_tractZCTA_1990-2022\code\validate_pclaund_Zcta10_1990-2022_2026-03-26_data_dictionary.xlsx
personal_care_laundromats,pclaund_tractZCTA_1990-2022,validate_pclaund_Zcta20_1990-2022_2026-03-26_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,validate,Variable,3,Variable | Type | Label,,personal_care_laundromats\pclaund_tractZCTA_1990-2022\code\validate_pclaund_Zcta20_1990-2022_2026-03-26_data_dictionary.xlsx
personal_care_laundromats,pclaund_tractZCTA_1990-2022,nanda_pclaund_Tract10_1990-2022_dictionary.csv,.csv,*_dictionary.csv,publish,variable,8,variable | type | obs | unique | mean | min | max | label,,personal_care_laundromats\pclaund_tractZCTA_1990-2022\documentation\nanda_pclaund_Tract10_1990-2022_dictionary.csv
personal_care_laundromats,pclaund_tractZCTA_1990-2022,nanda_pclaund_Tract10_1990-2022_dictionary_formatted.xlsx,.xlsx,*_dictionary.xlsx,publish,variable,8,variable | type | obs | unique | mean | min | max | label,,personal_care_laundromats\pclaund_tractZCTA_1990-2022\documentation\nanda_pclaund_Tract10_1990-2022_dictionary_formatted.xlsx
personal_care_laundromats,pclaund_tractZCTA_1990-2022,nanda_pclaund_Tract20_1990-2022_dictionary.csv,.csv,*_dictionary.csv,publish,variable,8,variable | type | obs | unique | mean | min | max | label,,personal_care_laundromats\pclaund_tractZCTA_1990-2022\documentation\nanda_pclaund_Tract20_1990-2022_dictionary.csv
personal_care_laundromats,pclaund_tractZCTA_1990-2022,nanda_pclaund_Tract20_1990-2022_dictionary_formatted.xlsx,.xlsx,*_dictionary.xlsx,publish,variable,8,variable | type | obs | unique | mean | min | max | label,,personal_care_laundromats\pclaund_tractZCTA_1990-2022\documentation\nanda_pclaund_Tract20_1990-2022_dictionary_formatted.xlsx
personal_care_laundromats,pclaund_tractZCTA_1990-2022,nanda_pclaund_Zcta10_1990-2022_dictionary.csv,.csv,*_dictionary.csv,publish,variable,8,variable | type | obs | unique | mean | min | max | label,,personal_care_laundromats\pclaund_tractZCTA_1990-2022\documentation\nanda_pclaund_Zcta10_1990-2022_dictionary.csv
personal_care_laundromats,pclaund_tractZCTA_1990-2022,nanda_pclaund_Zcta10_1990-2022_dictionary_formatted.xlsx,.xlsx,*_dictionary.xlsx,publish,variable,8,variable | type | obs | unique | mean | min | max | label,,personal_care_laundromats\pclaund_tractZCTA_1990-2022\documentation\nanda_pclaund_Zcta10_1990-2022_dictionary_formatted.xlsx
personal_care_laundromats,pclaund_tractZCTA_1990-2022,nanda_pclaund_Zcta20_1990-2022_dictionary.csv,.csv,*_dictionary.csv,publish,variable,8,variable | type | obs | unique | mean | min | max | label,,personal_care_laundromats\pclaund_tractZCTA_1990-2022\documentation\nanda_pclaund_Zcta20_1990-2022_dictionary.csv
personal_care_laundromats,pclaund_tractZCTA_1990-2022,nanda_pclaund_Zcta20_1990-2022_dictionary_formatted.xlsx,.xlsx,*_dictionary.xlsx,publish,variable,8,variable | type | obs | unique | mean | min | max | label,,personal_care_laundromats\pclaund_tractZCTA_1990-2022\documentation\nanda_pclaund_Zcta20_1990-2022_dictionary_formatted.xlsx
personal_care_laundromats,pclaund_tract_2003-2017,nanda_pclaund_tract_2003-2017_01_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,publish,Variable,8,Variable | Type | Obs | Unique | Mean | Min | Max | Label,,personal_care_laundromats\pclaund_tract_2003-2017\documentation\nanda_pclaund_tract_2003-2017_01_data_dictionary.xlsx
personal_care_laundromats,pclaund_zcta_2003-2017,nanda_pclaund_zcta_2003-2017_01_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,publish,Variable,8,Variable | Type | Obs | Unique | Mean | Min | Max | Label,,personal_care_laundromats\pclaund_zcta_2003-2017\documentation\nanda_pclaund_zcta_2003-2017_01_data_dictionary.xlsx
personal_care_laundromats,personal_services_tract_2006-2015,dry_cleaning_laundry_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,publish,Variable,9,Variable | Variable Type | Obs | Not-Null Count | Mean | Min | Max | Variable Description | Data From,,personal_care_laundromats\personal_services_tract_2006-2015\documentation\dry_cleaning_laundry_data_dictionary.xlsx
personal_care_laundromats,personal_services_tract_2006-2015,personal_care_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,publish,Variable,9,Variable | Variable Type | Obs | Not-Null Count | Mean | Min | Max | Variable Description | Data From,,personal_care_laundromats\personal_services_tract_2006-2015\documentation\personal_care_data_dictionary.xlsx
pollution,polluting_sites_tract20_1987-2021,nanda_pollution_tract20_1987-2021_01_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,publish,Variable,3,Variable | Type | Label,,pollution\polluting_sites_tract20_1987-2021\documentation\nanda_pollution_tract20_1987-2021_01_data_dictionary.xlsx
pollution,polluting_sites_zcta20_1987-2021,nanda_pollution_ZCTA20_1987-2021__data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,publish,Variable,3,Variable | Type | Label,,pollution\polluting_sites_zcta20_1987-2021\documentation\nanda_pollution_ZCTA20_1987-2021__data_dictionary.xlsx
pollution,polluting_sites_zcta_2000-2018,nanda_pollutst_zcta_2000-2018_01_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,publish,Variable,8,Variable | Type | Obs | Unique | Mean | Min | Max | Label,,pollution\polluting_sites_zcta_2000-2018\documentation\nanda_pollutst_zcta_2000-2018_01_data_dictionary.xlsx
post_offices_banks,pobank_1990-2021,nanda_pobanks_ZCTA10_1990-2021_01_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,publish,Variable,8,Variable | Type | Obs | Unique | Mean | Min | Max | Label,,post_offices_banks\pobank_1990-2021\documentation\nanda_pobanks_ZCTA10_1990-2021_01_data_dictionary.xlsx
post_offices_banks,pobank_1990-2021,nanda_pobank_tract10_1990-2021_01_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,publish,Variable,8,Variable | Type | Obs | Unique | Mean | Min | Max | Label,,post_offices_banks\pobank_1990-2021\documentation\nanda_pobank_tract10_1990-2021_01_data_dictionary.xlsx
post_offices_banks,pobank_1990-2021,nanda_pobank_tract20_1990-2021_01_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,publish,Variable,8,Variable | Type | Obs | Unique | Mean | Min | Max | Label,,post_offices_banks\pobank_1990-2021\documentation\nanda_pobank_tract20_1990-2021_01_data_dictionary.xlsx
post_offices_banks,pobank_1990-2021,nanda_pobank_ZCTA20_1990-2021_01_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,publish,Variable,8,Variable | Type | Obs | Unique | Mean | Min | Max | Label,,post_offices_banks\pobank_1990-2021\documentation\nanda_pobank_ZCTA20_1990-2021_01_data_dictionary.xlsx
post_offices_banks,pobank_1990-2022,validate_pobank_Tract10_1990-2022_2026-01-21_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,validate,Variable,3,Variable | Type | Label,,post_offices_banks\pobank_1990-2022\code\validate_pobank_Tract10_1990-2022_2026-01-21_data_dictionary.xlsx
post_offices_banks,pobank_1990-2022,validate_pobank_Tract20_1990-2022_2026-01-21_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,validate,Variable,3,Variable | Type | Label,,post_offices_banks\pobank_1990-2022\code\validate_pobank_Tract20_1990-2022_2026-01-21_data_dictionary.xlsx
post_offices_banks,pobank_1990-2022,validate_pobank_Zcta10_1990-2022_2026-01-21_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,validate,Variable,3,Variable | Type | Label,,post_offices_banks\pobank_1990-2022\code\validate_pobank_Zcta10_1990-2022_2026-01-21_data_dictionary.xlsx
post_offices_banks,pobank_1990-2022,validate_pobank_Zcta20_1990-2022_2026-01-21_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,validate,Variable,3,Variable | Type | Label,,post_offices_banks\pobank_1990-2022\code\validate_pobank_Zcta20_1990-2022_2026-01-21_data_dictionary.xlsx
post_offices_banks,pobank_1990-2022,nanda_pobank_Tract10_1990-2022_dictionary.csv,.csv,*_dictionary.csv,publish,variable,8,variable | type | obs | unique | mean | min | max | label,,post_offices_banks\pobank_1990-2022\documentation\nanda_pobank_Tract10_1990-2022_dictionary.csv
post_offices_banks,pobank_1990-2022,nanda_pobank_Tract20_1990-2022_dictionary.csv,.csv,*_dictionary.csv,publish,variable,8,variable | type | obs | unique | mean | min | max | label,,post_offices_banks\pobank_1990-2022\documentation\nanda_pobank_Tract20_1990-2022_dictionary.csv
post_offices_banks,pobank_1990-2022,nanda_pobank_Zcta10_1990-2022_dictionary.csv,.csv,*_dictionary.csv,publish,variable,8,variable | type | obs | unique | mean | min | max | label,,post_offices_banks\pobank_1990-2022\documentation\nanda_pobank_Zcta10_1990-2022_dictionary.csv
post_offices_banks,pobank_1990-2022,nanda_pobank_Zcta20_1990-2022_dictionary.csv,.csv,*_dictionary.csv,publish,variable,8,variable | type | obs | unique | mean | min | max | label,,post_offices_banks\pobank_1990-2022\documentation\nanda_pobank_Zcta20_1990-2022_dictionary.csv
post_offices_banks,pobank_tract_2003-2017,nanda_pobank_tract_2003-2017_01_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,publish,Variable,8,Variable | Type | Obs | Unique | Mean | Min | Max | Label,,post_offices_banks\pobank_tract_2003-2017\documentation\nanda_pobank_tract_2003-2017_01_data_dictionary.xlsx
post_offices_banks,pobank_tract_2003-2017,nanda_pobank_tract_2003-2017_02_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,publish,Variable,8,Variable | Type | Obs | Unique | Mean | Min | Max | Variable label,,post_offices_banks\pobank_tract_2003-2017\documentation\nanda_pobank_tract_2003-2017_02_data_dictionary.xlsx
post_offices_banks,pobank_zcta_2003-2017,nanda_pobank_zcta_2003-2017_01_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,publish,Variable,8,Variable | Type | Obs | Unique | Mean | Min | Max | Label,,post_offices_banks\pobank_zcta_2003-2017\documentation\nanda_pobank_zcta_2003-2017_01_data_dictionary.xlsx
PRISM,documentation,nanda_PRISM_all_pctpctl_Tract00_2000-2009_02P_data_dictionary.csv,.csv,*_data_dictionary.csv,publish,Variable,8,Variable | Type | Obs. | Unique | Mean | Min | Max | Label,,PRISM\documentation\nanda_PRISM_all_pctpctl_Tract00_2000-2009_02P_data_dictionary.csv
PRISM,documentation,nanda_PRISM_all_pctpctl_Tract10_2010-2019_02P_data_dictionary.csv,.csv,*_data_dictionary.csv,publish,Variable,8,Variable | Type | Obs. | Unique | Mean | Min | Max | Label,,PRISM\documentation\nanda_PRISM_all_pctpctl_Tract10_2010-2019_02P_data_dictionary.csv
PRISM,documentation,nanda_PRISM_all_pctpctl_Tract20_2020-2024_02P_data_dictionary.csv,.csv,*_data_dictionary.csv,publish,Variable,8,Variable | Type | Obs. | Unique | Mean | Min | Max | Label,,PRISM\documentation\nanda_PRISM_all_pctpctl_Tract20_2020-2024_02P_data_dictionary.csv
PRISM,documentation,nanda_PRISM_all_pctpctl_Tract90_1991-1999_02P_data_dictionary.csv,.csv,*_data_dictionary.csv,publish,Variable,8,Variable | Type | Obs. | Unique | Mean | Min | Max | Label,,PRISM\documentation\nanda_PRISM_all_pctpctl_Tract90_1991-1999_02P_data_dictionary.csv
PRISM,documentation,nanda_PRISM_all_pctpctl_Combined_2023-2024_02P_TEST_data_dictionary.csv,.csv,*_data_dictionary.csv,other,variable,8,variable | type | obs | unique | mean | min | max | label,,PRISM\documentation\test\nanda_PRISM_all_pctpctl_Combined_2023-2024_02P_TEST_data_dictionary.csv
PRISM,documentation,nanda_PRISM_all_pctpctl_Tract20_2023-2024_02P_TEST_data_dictionary.csv,.csv,*_data_dictionary.csv,other,variable,8,variable | type | obs | unique | mean | min | max | label,,PRISM\documentation\test\nanda_PRISM_all_pctpctl_Tract20_2023-2024_02P_TEST_data_dictionary.csv
PRISM,PRISM_v01,nanda_PRISM_daily_Tract_1981_01P_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,publish,Variable,8,Variable | Type | Obs | Unique | Mean | Min | Max | Label,,PRISM\PRISM_v01\daily\documentation\nanda_PRISM_daily_Tract_1981_01P_data_dictionary.xlsx
PRISM,PRISM_v01,nanda_PRISM_daily_Tract_2000_01P_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,publish,Variable,8,Variable | Type | Obs | Unique | Mean | Min | Max | Label,,PRISM\PRISM_v01\daily\documentation\nanda_PRISM_daily_Tract_2000_01P_data_dictionary.xlsx
PRISM,PRISM_v01,nanda_PRISM_daily_Tract_2010_01P_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,publish,Variable,8,Variable | Type | Obs | Unique | Mean | Min | Max | Label,,PRISM\PRISM_v01\daily\documentation\nanda_PRISM_daily_Tract_2010_01P_data_dictionary.xlsx
PRISM,PRISM_v01,nanda_PRISM_daily_Tract_2020_01P_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,publish,Variable,8,Variable | Type | Obs | Unique | Mean | Min | Max | Label,,PRISM\PRISM_v01\daily\documentation\nanda_PRISM_daily_Tract_2020_01P_data_dictionary.xlsx
PRISM,PRISM_v01,nanda_PRISM_Tract_1981_01_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,publish,Variable,3,Variable | Type | Label,,PRISM\PRISM_v01\daily\documentation\nanda_PRISM_Tract_1981_01_data_dictionary.xlsx
PRISM,PRISM_v01,nanda_PRISM_Tract_2000_01_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,publish,Variable,3,Variable | Type | Label,,PRISM\PRISM_v01\daily\documentation\nanda_PRISM_Tract_2000_01_data_dictionary.xlsx
PRISM,PRISM_v01,nanda_PRISM_Tract_2010_01_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,publish,Variable,3,Variable | Type | Label,,PRISM\PRISM_v01\daily\documentation\nanda_PRISM_Tract_2010_01_data_dictionary.xlsx
PRISM,PRISM_v01,nanda_PRISM_Tract_2020_01_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,publish,Variable,3,Variable | Type | Label,,PRISM\PRISM_v01\daily\documentation\nanda_PRISM_Tract_2020_01_data_dictionary.xlsx
PRISM,PRISM_v01,nanda_PRISM_ppt_pctpctl_Tract00_2000-2009_02_data_dictionary.xlsx,.xlsx,*_data_dictionary.xlsx,publish,Variable,8,Variable | Type | Obs | Unique | Mean | Min | Max | Label,,PRISM\PRISM_v01\PercentPercentile\ppt\documentation\nanda_PRISM_ppt_pctpctl_Tract00_2000-2009_02_data_dictionary.xlsx
